node_id,node_name,field_ordinal,field_alias,expression,source_table,source_field,is_computed
104,ВТ_ПереводыТранзитныеВиды,3,ДатаОкончанияОбязательств,ВТ_ПереводыИзРегистров_РегистрыТранзитныеВиды.ДатаОкончанияОбязательств,ВТ_ПереводыИзРегистров_РегистрыТранзитныеВиды,ДатаОкончанияОбязательств,false
104,ВТ_ПереводыТранзитныеВиды,4,Перевод,СУММА(ВТ_ПереводыИзРегистров_РегистрыТранзитныеВиды.Сумма),ВТ_ПереводыИзРегистров_РегистрыТранзитныеВиды,Сумма,true
104,ВТ_ПереводыТранзитныеВиды,5,ПереводВРезервы,СУММА(ВТ_ПереводыИзРегистров_РегистрыТранзитныеВиды.СуммаВРезервы),ВТ_ПереводыИзРегистров_РегистрыТранзитныеВиды,СуммаВРезервы,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,0,ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец.ПенсионныйСчет,ВТ_ТранзитныеВидыНачалоКонец,ПенсионныйСчет,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,1,ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ВидОбязательств,ВТ_ТранзитныеВидыНачалоКонец,ВидОбязательств,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,2,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,3,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,4,НачальныйОстаток20,"ВЫБОР
		КОГДА ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств <= &НачалоПериода
			ТОГДА ISNULL(ВТ_Суммы_ПР_ТранзитныеВиды.ОстатокВх, 0)
		ИНАЧЕ 0
	КОНЕЦ",,,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,5,Взносы26,"ISNULL(ВТ_Суммы_ПР_ТранзитныеВиды.Взносы, 0)",ВТ_Суммы_ПР_ТранзитныеВиды,Взносы,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,6,ИнвестиционныйДоход27,"ISNULL(ВТ_Суммы_ПР_ТранзитныеВиды.ИнвестиционныйДоход, 0)",ВТ_Суммы_ПР_ТранзитныеВиды,ИнвестиционныйДоход,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,7,Перевод28,"ISNULL(ВТ_ПереводыТранзитныеВиды.Перевод, 0)",ВТ_ПереводыТранзитныеВиды,Перевод,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,8,ПереводВРезервы28а,"ISNULL(ВТ_ПереводыТранзитныеВиды.ПереводВРезервы, 0)",ВТ_ПереводыТранзитныеВиды,ПереводВРезервы,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,9,Пенсия30,"ISNULL(ВТ_ВыплатыТранзитныеВиды.Пенсия, 0)",ВТ_ВыплатыТранзитныеВиды,Пенсия,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,10,ВыкупнаяСумма31,"ISNULL(ВТ_ВыплатыТранзитныеВиды.ВыкупнаяСумма, 0)",ВТ_ВыплатыТранзитныеВиды,ВыкупнаяСумма,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,11,ВыплатаПравопреемникам32,"ISNULL(ВТ_ВыплатыТранзитныеВиды.ВыплатаПравопреемникам, 0)",ВТ_ВыплатыТранзитныеВиды,ВыплатаПравопреемникам,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,12,КонечныйОстаток33,"ВЫБОР
		КОГДА ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств ЕСТЬ NULL
			ТОГДА ISNULL(ВТ_Суммы_ПР_ТранзитныеВиды.ОстатокИсх, 0)
		ИНАЧЕ 0
	КОНЕЦ",,,true
105,ВТ_ОстаткиТранзитныеВиды_Предв,13,ОстатокВх,ВТ_Суммы_ПР_ТранзитныеВиды.ОстатокВх,ВТ_Суммы_ПР_ТранзитныеВиды,ОстатокВх,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,14,ОстатокИсх,ВТ_Суммы_ПР_ТранзитныеВиды.ОстатокИсх,ВТ_Суммы_ПР_ТранзитныеВиды,ОстатокИсх,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,15,Взносы,ВТ_Суммы_ПР_ТранзитныеВиды.Взносы,ВТ_Суммы_ПР_ТранзитныеВиды,Взносы,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,16,ИнвестиционныйДоход,ВТ_Суммы_ПР_ТранзитныеВиды.ИнвестиционныйДоход,ВТ_Суммы_ПР_ТранзитныеВиды,ИнвестиционныйДоход,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,17,ЗадолженностьПенсии,ВТ_Суммы_ПР_ТранзитныеВиды.ЗадолженностьПенсии,ВТ_Суммы_ПР_ТранзитныеВиды,ЗадолженностьПенсии,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,18,ИнвестДоходКФиксации,ВТ_Суммы_ПР_ТранзитныеВиды.ИнвестДоходКФиксации,ВТ_Суммы_ПР_ТранзитныеВиды,ИнвестДоходКФиксации,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,19,Пенсия,ВТ_ВыплатыТранзитныеВиды.Пенсия,ВТ_ВыплатыТранзитныеВиды,Пенсия,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,20,ВыкупнаяСумма,ВТ_ВыплатыТранзитныеВиды.ВыкупнаяСумма,ВТ_ВыплатыТранзитныеВиды,ВыкупнаяСумма,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,21,ВыплатаПравопреемникам,ВТ_ВыплатыТранзитныеВиды.ВыплатаПравопреемникам,ВТ_ВыплатыТранзитныеВиды,ВыплатаПравопреемникам,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,22,ОбязательстваПередНаследниками,ВТ_ВыплатыТранзитныеВиды.ОбязательстваПередНаследниками,ВТ_ВыплатыТранзитныеВиды,ОбязательстваПередНаследниками,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,23,Перевод,ВТ_ПереводыТранзитныеВиды.Перевод,ВТ_ПереводыТранзитныеВиды,Перевод,false
105,ВТ_ОстаткиТранзитныеВиды_Предв,24,ПереводВРезервы,ВТ_ПереводыТранзитныеВиды.ПереводВРезервы,ВТ_ПереводыТранзитныеВиды,ПереводВРезервы,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,0,ПенсионныйСчет,ВТ_ОстаткиТранзитныеВиды_Предв.ПенсионныйСчет,ВТ_ОстаткиТранзитныеВиды_Предв,ПенсионныйСчет,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,1,ВидОбязательств,ВТ_ОстаткиТранзитныеВиды_Предв.ВидОбязательств,ВТ_ОстаткиТранзитныеВиды_Предв,ВидОбязательств,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,2,ДатаОпределенияОбязательств,ВТ_ОстаткиТранзитныеВиды_Предв.ДатаОпределенияОбязательств,ВТ_ОстаткиТранзитныеВиды_Предв,ДатаОпределенияОбязательств,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,3,ДатаОкончанияОбязательств,ВТ_ОстаткиТранзитныеВиды_Предв.ДатаОкончанияОбязательств,ВТ_ОстаткиТранзитныеВиды_Предв,ДатаОкончанияОбязательств,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,4,НачальныйОстаток20,ВТ_ОстаткиТранзитныеВиды_Предв.НачальныйОстаток20,ВТ_ОстаткиТранзитныеВиды_Предв,НачальныйОстаток20,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,5,Взносы26,ВТ_ОстаткиТранзитныеВиды_Предв.Взносы26,ВТ_ОстаткиТранзитныеВиды_Предв,Взносы26,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,6,ИнвестиционныйДоход27,ВТ_ОстаткиТранзитныеВиды_Предв.ИнвестиционныйДоход27,ВТ_ОстаткиТранзитныеВиды_Предв,ИнвестиционныйДоход27,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,7,Перевод28,ВТ_ОстаткиТранзитныеВиды_Предв.Перевод28,ВТ_ОстаткиТранзитныеВиды_Предв,Перевод28,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,8,ПереводВРезервы28а,ВТ_ОстаткиТранзитныеВиды_Предв.ПереводВРезервы28а,ВТ_ОстаткиТранзитныеВиды_Предв,ПереводВРезервы28а,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,9,ИныеПереводы29,"ВТ_ОстаткиТранзитныеВиды_Предв.КонечныйОстаток33 
		- ВТ_ОстаткиТранзитныеВиды_Предв.НачальныйОстаток20  
		- ВТ_ОстаткиТранзитныеВиды_Предв.Взносы26 
		- ВТ_ОстаткиТранзитныеВиды_Предв.ИнвестиционныйДоход27 
		- ВТ_ОстаткиТранзитныеВиды_Предв.Перевод28
		+ ВТ_ОстаткиТранзитныеВиды_Предв.ПереводВРезервы28а		 
		+ ВТ_ОстаткиТранзитныеВиды_Предв.Пенсия30 
		+ ВТ_ОстаткиТранзитныеВиды_Предв.ВыкупнаяСумма31 
		+ ВТ_ОстаткиТранзитныеВиды_Предв.ВыплатаПравопреемникам32",,,true
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,10,Пенсия30,ВТ_ОстаткиТранзитныеВиды_Предв.Пенсия30,ВТ_ОстаткиТранзитныеВиды_Предв,Пенсия30,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,11,ВыкупнаяСумма31,ВТ_ОстаткиТранзитныеВиды_Предв.ВыкупнаяСумма31,ВТ_ОстаткиТранзитныеВиды_Предв,ВыкупнаяСумма31,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,12,ВыплатаПравопреемникам32,ВТ_ОстаткиТранзитныеВиды_Предв.ВыплатаПравопреемникам32,ВТ_ОстаткиТранзитныеВиды_Предв,ВыплатаПравопреемникам32,false
106,ВТ_ТранзитныеВидыНачалоКонец_Суммы,13,КонечныйОстаток33,ВТ_ОстаткиТранзитныеВиды_Предв.КонечныйОстаток33,ВТ_ОстаткиТранзитныеВиды_Предв,КонечныйОстаток33,false
107,ВТ_ТранзитныеВиды_ГруппыСчетов,0,ПенсионныйСчет,Подзапрос.ПенсионныйСчет,Подзапрос,ПенсионныйСчет,false
107,ВТ_ТранзитныеВиды_ГруппыСчетов,1,ДатаОпределенияОбязательств,Подзапрос.ДатаОпределенияОбязательств,Подзапрос,ДатаОпределенияОбязательств,false
107,ВТ_ТранзитныеВиды_ГруппыСчетов,2,ДатаОкончанияОбязательств,Подзапрос.ДатаОкончанияОбязательств,Подзапрос,ДатаОкончанияОбязательств,false
107,ВТ_ТранзитныеВиды_ГруппыСчетов,3,ГруппаДоговоровНПО,ИФРС17_ГруппыСчетовНПО.ГруппаДоговоровНПО,ИФРС17_ГруппыСчетовНПО,ГруппаДоговоровНПО,false
107,ВТ_ТранзитныеВиды_ГруппыСчетов,4,КатегорииДоговоровНПО,ИФРС17_ПараметрыГруппыДоговоровНПО.КатегорииДоговоровНПО,ИФРС17_ПараметрыГруппыДоговоровНПО,КатегорииДоговоровНПО,false
107,ВТ_ТранзитныеВиды_ГруппыСчетов,5,МодельОценки,ИФРС17_ПортфельДоговоровНПО.МодельОценки,ИФРС17_ПортфельДоговоровНПО,МодельОценки,false
109,ВТ_ТранзитныеВиды_ТипыДоговоровЕПС,0,ПенсионныйСчет,Подзапрос.ПенсионныйСчет,Подзапрос,ПенсионныйСчет,false
109,ВТ_ТранзитныеВиды_ТипыДоговоровЕПС,1,ДатаОпределенияОбязательств,Подзапрос.ДатаОпределенияОбязательств,Подзапрос,ДатаОпределенияОбязательств,false
109,ВТ_ТранзитныеВиды_ТипыДоговоровЕПС,2,ДатаОкончанияОбязательств,Подзапрос.ДатаОкончанияОбязательств,Подзапрос,ДатаОкончанияОбязательств,false
109,ВТ_ТранзитныеВиды_ТипыДоговоровЕПС,3,ТипДоговораЕПС,уп_ТипыПенсионныхСчетовДляЕПС.ТипДоговораЕПС,уп_ТипыПенсионныхСчетовДляЕПС,ТипДоговораЕПС,false
111,ВТ_ТранзитныеВиды_ДатыФиксации,0,ПенсионныйСчет,Подзапрос.ПенсионныйСчет,Подзапрос,ПенсионныйСчет,false
111,ВТ_ТранзитныеВиды_ДатыФиксации,1,ДатаОпределенияОбязательств,Подзапрос.ДатаОпределенияОбязательств,Подзапрос,ДатаОпределенияОбязательств,false
111,ВТ_ТранзитныеВиды_ДатыФиксации,2,ДатаОкончанияОбязательств,Подзапрос.ДатаОкончанияОбязательств,Подзапрос,ДатаОкончанияОбязательств,false
111,ВТ_ТранзитныеВиды_ДатыФиксации,3,ДатаНачалаПериодаФиксации,уп_ДатаФиксацииОбязательствНПО.ДатаНачалаПериодаФиксации,уп_ДатаФиксацииОбязательствНПО,ДатаНачалаПериодаФиксации,false
111,ВТ_ТранзитныеВиды_ДатыФиксации,4,ДатаСледующейФиксации,уп_ДатаФиксацииОбязательствНПО.ДатаСледующейФиксации,уп_ДатаФиксацииОбязательствНПО,ДатаСледующейФиксации,false
113,ВТ_ТранзитныеВиды_ПериодыГарантВосполнения,0,ПенсионныйСчет,Подзапрос.ПенсионныйСчет,Подзапрос,ПенсионныйСчет,false
113,ВТ_ТранзитныеВиды_ПериодыГарантВосполнения,1,ДатаОпределенияОбязательств,Подзапрос.ДатаОпределенияОбязательств,Подзапрос,ДатаОпределенияОбязательств,false
113,ВТ_ТранзитныеВиды_ПериодыГарантВосполнения,2,ДатаОкончанияОбязательств,Подзапрос.ДатаОкончанияОбязательств,Подзапрос,ДатаОкончанияОбязательств,false
113,ВТ_ТранзитныеВиды_ПериодыГарантВосполнения,3,ПериодГарантийногоВосполнения,уп_ПериодыГарантийногоВосполненияНПО.ПериодГарантийногоВосполнения,уп_ПериодыГарантийногоВосполненияНПО,ПериодГарантийногоВосполнения,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,0,ПенсионныйСчет,ВТ_ПенсионныеСчета.ПенсионныйСчет,ВТ_ПенсионныеСчета,ПенсионныйСчет,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,1,ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОпределенияОбязательств,ВТ_ТранзитныеВидыНачалоКонец,ДатаОпределенияОбязательств,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,2,ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец.ДатаОкончанияОбязательств,ВТ_ТранзитныеВидыНачалоКонец,ДатаОкончанияОбязательств,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,3,ПенсионныйДоговор,уп_ПенсионныеСчета.Владелец,уп_ПенсионныеСчета,Владелец,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,4,Участник,уп_ПенсионныеСчета.Участник,уп_ПенсионныеСчета,Участник,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,5,ПричинаЗакрытия,"ЕСТЬNULL(ВТ_ПричиныЗакрытия.ПричинаЗакрытия, ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ПустаяСсылка))",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,6,НомерСчета,уп_ПенсионныеСчета.Код,уп_ПенсионныеСчета,Код,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,7,Наименование,уп_ПенсионныеСчета.Наименование,уп_ПенсионныеСчета,Наименование,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,8,Вкладчик,уп_ПенсионныеСчета.Владелец.Вкладчик,уп_ПенсионныеСчета,Владелец,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,9,Организация,уп_ПенсионныеСчета.Владелец.Организация,уп_ПенсионныеСчета,Владелец,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,10,ПенсионныйСчетДоговора,уп_ПенсионныеСчета.Владелец.ПенсионныйСчет,уп_ПенсионныеСчета,Владелец,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,11,ТипСчетаДоговора,уп_ПенсионныеСчета.Владелец.ПенсионныйСчет.ТипПенсионногоСчета,уп_ПенсионныеСчета,Владелец,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,12,НомерСчетаДоговора,уп_ПенсионныеСчета.Владелец.ПенсионныйСчет.Код,уп_ПенсионныеСчета,Владелец,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,13,ТипПенсионногоСчета,"ВЫБОР уп_ПенсионныеСчета.ТипПенсионногоСчета
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСчетов.ПенсионныйСчетДоговора)
			ТОГДА ВЫБОР
					КОГДА уп_ПенсионныеСчета.Владелец.Вкладчик.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
							ИЛИ уп_ПенсионныеСчета.Владелец.ВПользуТретьихЛиц
						ТОГДА 1
					ИНАЧЕ 3
				КОНЕЦ
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСчетов.СолидарныйПенсионныйСчет)
			ТОГДА 2
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСчетов.ПенсионныйСчетУчастника)
			ТОГДА 3
		ИНАЧЕ 0
	КОНЕЦ",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,14,ТипВкладчика,"ВЫБОР
		КОГДА уп_ПенсионныеСчета.Владелец.Вкладчик.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
			ТОГДА 1
		ИНАЧЕ 2
	КОНЕЦ",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,15,ВидСчета,"ЕСТЬNULL(ВТ_ВидыПенсионныхСчетов.ВидПенсионногоСчета, ЗНАЧЕНИЕ(Перечисление.уп_ВидыПенсионныхСчетов.ПустаяСсылка))",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,16,ВПользуТретьихЛиц,"ВЫБОР
		КОГДА уп_ПенсионныеСчета.Владелец.Вкладчик.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ФизическоеЛицо)
				И уп_ПенсионныеСчета.Владелец.ВПользуТретьихЛиц
			ТОГДА ИСТИНА
		ИНАЧЕ ЛОЖЬ
	КОНЕЦ",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,17,ПризнакРПВ,"ВЫБОР
		КОГДА ВТ_ПенсионныеСчетаРПВ.ПенсионныйСчет ЕСТЬ NULL
			ТОГДА ЛОЖЬ
		ИНАЧЕ ИСТИНА
	КОНЕЦ",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,18,ДатаНачалаПериодаФиксации,ВТ_ТранзитныеВиды_ДатыФиксации.ДатаНачалаПериодаФиксации,ВТ_ТранзитныеВиды_ДатыФиксации,ДатаНачалаПериодаФиксации,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,19,ДатаСледующейФиксации,ВТ_ТранзитныеВиды_ДатыФиксации.ДатаСледующейФиксации,ВТ_ТранзитныеВиды_ДатыФиксации,ДатаСледующейФиксации,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,20,ПериодГарантийногоВосполнения,ВТ_ТранзитныеВиды_ПериодыГарантВосполнения.ПериодГарантийногоВосполнения,ВТ_ТранзитныеВиды_ПериодыГарантВосполнения,ПериодГарантийногоВосполнения,false
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,21,ПоСчетуТипДоговораЕПС,"ВЫБОР ВТ_ТранзитныеВиды_ТипыДоговоровЕПС.ТипДоговораЕПС
		КОГДА ЗНАЧЕНИЕ(Перечисление.нфо_ТипДоговораНПФ.Инвестиционный) 
			ТОГДА ""Инвестиционный""
		КОГДА ЗНАЧЕНИЕ(Перечисление.нфо_ТипДоговораНПФ.Страховой) 
			ТОГДА ""Страховой"" 

		ИНАЧЕ NULL 

	КОНЕЦ",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,22,УсловиеПрямогоУчастия_МодельОценки,"ВЫБОР ВТ_ТранзитныеВиды_ГруппыСчетов.МодельОценки
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_МодельОценки.Общая)
			ТОГДА ""Договор без условий прямого участия""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_МодельОценки.ПеременноеВознаграждение)
			ТОГДА ""Договор с условиями прямого участия""
	КОНЕЦ",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,23,_case_,"ВЫБОР ВТ_ТранзитныеВиды_ГруппыСчетов.КатегорииДоговоровНПО
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.Страховые)
			ТОГДА ""Страховой""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.ИнвестиционныеУДУпоИФРС17)
			ТОГДА ""Инвестиционный""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.ИнвестиционныеУДУпоИФРС9)
			ТОГДА ""Инвестиционный договор с условиями дискреционного участия""
		КОГДА ЗНАЧЕНИЕ(Перечисление.ИФРС17_КатегорииДоговоровНПО.ИнвестиционныеБезУДУпоИФРС9)
			ТОГДА ""Инвестиционный договор",,,true
115,ВТ_ПенсионныеСчета_Свойства_ТранзитныеОбязательства,24,ТипДоговораДляЕПС,"учитываемый в соответствии с требованиями Международного стандарта финансовой отчетности (IFRS) 9"" 
	КОНЕЦ",,,true
116,ВТ_ПенсионныеСчетаСПТ,0,ПенсионныйСчет,ВТ_ПенсионныеСчета.ПенсионныйСчет,ВТ_ПенсионныеСчета,ПенсионныйСчет,false
116,ВТ_ПенсионныеСчетаСПТ,1,НаличиеСПТ,"ВЫБОР 
		КОГДА ВТ_ПенсионныеСчета.ПенсионныйСчет.Участник = ВТ_ПенсионныеСчета.ПенсионныйСчет.Владелец.Вкладчик
			ТОГДА ИСТИНА
		КОГДА уп_ШаблоныДоговоров.ИспользоватьСПТ = ЛОЖЬ
			ТОГДА ИСТИНА

		ИНАЧЕ 
			ВЫБОР
				КОГДА уп_ПенсионныеCчетаCСПТСрезПоследних.НаличиеСПТ И уп_ПенсионныеCчетаCСПТСрезПоследних.ДатаПрисвоенияСтатуса <= &КонецПериода
					ТОГДА ИСТИНА
				ИНАЧЕ ЛОЖЬ
			КОНЕЦ
	КОНЕЦ",,,true
117,ВТ_ПенсионныеСчета_Свойства,0,ПенсионныйСчет,ВТ_ПенсионныеСчета.ПенсионныйСчет,ВТ_ПенсионныеСчета,ПенсионныйСчет,false
117,ВТ_ПенсионныеСчета_Свойства,1,ПенсионныйДоговор,уп_ПенсионныеСчета.Владелец,уп_ПенсионныеСчета,Владелец,false
117,ВТ_ПенсионныеСчета_Свойства,2,Участник,уп_ПенсионныеСчета.Участник,уп_ПенсионныеСчета,Участник,false
117,ВТ_ПенсионныеСчета_Свойства,3,ПричинаЗакрытия,"ЕСТЬNULL(ВТ_ПричиныЗакрытия.ПричинаЗакрытия, ЗНАЧЕНИЕ(Перечисление.уп_ПричиныЗакрытияПС.ПустаяСсылка))",,,true
117,ВТ_ПенсионныеСчета_Свойства,4,НомерСчета,уп_ПенсионныеСчета.Код,уп_ПенсионныеСчета,Код,false
117,ВТ_ПенсионныеСчета_Свойства,5,Наименование,уп_ПенсионныеСчета.Наименование,уп_ПенсионныеСчета,Наименование,false
117,ВТ_ПенсионныеСчета_Свойства,6,Вкладчик,уп_ПенсионныеСчета.Владелец.Вкладчик,уп_ПенсионныеСчета,Владелец,false
117,ВТ_ПенсионныеСчета_Свойства,7,Организация,уп_ПенсионныеСчета.Владелец.Организация,уп_ПенсионныеСчета,Владелец,false
117,ВТ_ПенсионныеСчета_Свойства,8,ПенсионныйСчетДоговора,уп_ПенсионныеСчета.Владелец.ПенсионныйСчет,уп_ПенсионныеСчета,Владелец,false
117,ВТ_ПенсионныеСчета_Свойства,9,ТипСчетаДоговора,уп_ПенсионныеСчета.Владелец.ПенсионныйСчет.ТипПенсионногоСчета,уп_ПенсионныеСчета,Владелец,false
117,ВТ_ПенсионныеСчета_Свойства,10,НомерСчетаДоговора,уп_ПенсионныеСчета.Владелец.ПенсионныйСчет.Код,уп_ПенсионныеСчета,Владелец,false
117,ВТ_ПенсионныеСчета_Свойства,11,ТипПенсионногоСчета,"ВЫБОР уп_ПенсионныеСчета.ТипПенсионногоСчета
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСчетов.ПенсионныйСчетДоговора)
			ТОГДА ВЫБОР
					КОГДА уп_ПенсионныеСчета.Владелец.Вкладчик.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
							ИЛИ уп_ПенсионныеСчета.Владелец.ВПользуТретьихЛиц
						ТОГДА 1
					ИНАЧЕ 3
				КОНЕЦ
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСчетов.СолидарныйПенсионныйСчет)
			ТОГДА 2
		КОГДА ЗНАЧЕНИЕ(Перечисление.уп_ТипыПенсионныхСчетов.ПенсионныйСчетУчастника)
			ТОГДА 3
		ИНАЧЕ 0
	КОНЕЦ",,,true
117,ВТ_ПенсионныеСчета_Свойства,12,ТипВкладчика,"ВЫБОР
		КОГДА уп_ПенсионныеСчета.Владелец.Вкладчик.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ЮридическоеЛицо)
			ТОГДА 1
		ИНАЧЕ 2
	КОНЕЦ",,,true
117,ВТ_ПенсионныеСчета_Свойства,13,ВидСчета,"ЕСТЬNULL(ВТ_ВидыПенсионныхСчетов.ВидПенсионногоСчета, ЗНАЧЕНИЕ(Перечисление.уп_ВидыПенсионныхСчетов.ПустаяСсылка))",,,true
117,ВТ_ПенсионныеСчета_Свойства,14,ВПользуТретьихЛиц,"ВЫБОР
		КОГДА уп_ПенсионныеСчета.Владелец.Вкладчик.ЮридическоеФизическоеЛицо = ЗНАЧЕНИЕ(Перечисление.ЮридическоеФизическоеЛицо.ФизическоеЛицо)
				И уп_ПенсионныеСчета.Владелец.ВПользуТретьихЛиц
			ТОГДА ИСТИНА
		ИНАЧЕ ЛОЖЬ
	КОНЕЦ",,,true
117,ВТ_ПенсионныеСчета_Свойства,15,ПризнакРПВ,"ВЫБОР
		КОГДА ВТ_ПенсионныеСчетаРПВ.ПенсионныйСчет ЕСТЬ NULL
			ТОГДА ЛОЖЬ
		ИНАЧЕ ИСТИНА
	КОНЕЦ",,,true
117,ВТ_ПенсионныеСчета_Свойства,16,ДатаНачалаПериодаФиксации,уп_ДатаФиксацииОбязательствНПОСрезПоследних.ДатаНачалаПериодаФиксации,уп_ДатаФиксацииОбязательствНПОСрезПоследних,ДатаНачалаПериодаФиксации,false
